ano_eje;sec_ejec;pliego;ejecutora;origen;fuente_financ_agregada;fuente_financ;tipo_recurso;tipo_transaccion;generica;subgenerica;subgenerica_det;especifica;especifica_det;presupuesto;modificacion;pim;m01;m02;m03;m04;m05;m06;m07;m08;m09;m10;m11;m12;total_prog;saldo;porcentaje
2018;301280;;;1;5;07;0;1;5; 1; 1; 1; 1;0;20642;20642;5559.29;3661;3693.41;3287.41;2153.74;2287.27;0;0;0;0;10482.11;2164.14;33288.37;-12646.37;161.27
2018;301280;;;1;5;07;0;1;9; 1; 1; 1; 1;0;2073937;2073937;2073936.64;0;0;0;0;0;0;0;0;0;0;0;2073936.64;0.36;100
2018;301280;;;1;5;08;0;1;1; 2; 1; 1; 1;83689724;2000000;85689724;3830389.11;36005590.8;5422253.75;2600389.58;8312620.1;3600681.66;1838520.4;8270814.46;2728208.17;2257013.4;7191227.43;2724237.65;84781946.51;907777.49;98.94
2018;301280;;;1;5;08;0;1;1; 2; 1; 2; 1;19936172;6332798;26268970;1787419.42;3991753.11;3094916.12;1846586.71;2113865.85;3004187.38;2626829.67;1665580.17;4454739.46;1647742.07;2690956.07;3042455.59;31967031.62;-5698061.62;121.69
2018;301280;;;1;5;08;0;1;1; 3; 3; 3; 1;1359804;0;1359804;46213.59;65562.01;93652.02;57783.3;81834.4;56929.11;55854.57;48783.34;85703.55;46835.14;68068.89;77878.13;785098.05;574705.95;57.74
2018;301280;;;1;5;08;0;1;1; 3; 3; 3; 4;297379;0;297379;30529.23;0;15841.85;44155.41;18342.48;9805.52;7898.09;19287.22;3329.48;16764.55;66525.87;2125.91;234605.61;62773.39;78.89
2018;301280;;;1;5;08;0;1;1; 3; 3; 3; 5;6843457;0;6843457;435362.63;453814.72;411460.88;385073.91;493212.7;462078.69;460035.29;491088.75;436813.22;392614.3;464537.96;422902.37;5308995.42;1534461.58;77.58
2018;301280;;;1;5;08;0;1;1; 5; 2; 1; 1;183695;0;183695;216890.25;202434.17;250737.48;319179.6;64945.16;16350.89;8930.09;10239.08;4978.41;12891.09;18290.34;28699.19;1154565.75;-970870.75;628.52
2018;301280;;;1;5;08;0;1;5; 1; 1; 1; 1;0;90378;90378;15362.05;17268.17;32542.91;7903.57;5393.98;6625.74;2279.1;1737.11;1265.26;1654.94;42726.46;11965.65;146724.94;-56346.94;162.35
2018;301280;;;1;5;08;0;1;9; 1; 1; 1; 1;10467136;7289808;17756944;15383435.6;-40200.48;-67824.88;1847405.44;-32760.55;-30278.77;-31612.39;-50816.39;-15570.23;0;-9295.09;-4778.95;16947703.31;809240.69;95.44
2018;301280;;;1;5;18;0;1;4; 1; 4; 1; 3;6092;0;6092;0;0;0;0;0;0;7952.21;0;0;0;0;0;7952.21;-1860.21;130.54
2018;301280;;;1;5;18;0;1;4; 1; 4; 1; 5;4721;0;4721;549.8;549.8;549.8;549.8;549.85;0;910.52;455.26;455.26;455.26;455.26;455.26;5935.87;-1214.87;125.73
2018;301280;;;1;5;18;0;1;4; 1; 4; 1; 6;0;0;0;0;0;0;12.59;0;0;0;0;1.32;0;0;0;13.91;-13.91;0
2018;301280;;;1;5;18;0;1;4; 1; 4; 2; 1;2054;0;2054;775.25;0;0;686.74;0;0;807.57;0;0;819.62;33.19;0;3122.37;-1068.37;152.01
2018;301280;;;1;5;18;0;1;4; 1; 4; 6; 3;0;200696;200696;0;0;0;124482;0;0;0;0;0;76214;0;0;200696;0;100
2018;301280;;;1;5;18;0;1;5; 1; 1; 1; 1;0;1268;1268;276.11;196.38;198.56;203.59;192.76;200.72;0;0;0;0;1048.69;213.15;2529.96;-1261.96;199.52
2018;301280;;;1;5;18;0;1;9; 1; 1; 1; 1;0;368272;368272;368271.53;0;0;0;0;0;0;0;0;0;0;0;368271.53;0.47;100
2020;301280;;;;2;;;1;1; 5; 3; 1; 1;505548;0;505548;27821.28;138155.06;38334.13;244.4;863.13;5119.8;14862.99;35299.71;46035.03;58967.64;168684.14;40902.08;575289.39;-69741.39;113.8
2020;301280;;;;2;;;1;1; 5; 3; 2; 1;4087294;0;4087294;459872.62;312503.42;104575.62;7669.36;45873.7;58858.36;199827.06;187702.33;185882.53;194142.99;339823.98;283457.2;2380189.17;1707104.83;58.23
2020;301280;;;;2;;;1;2; 1; 1; 1; 1;0;0;0;0;1165.74;-1165.74;0;0;0;0;0;0;0;0;0;0;0;0
2020;301280;;;;2;;;1;3; 1; 9; 1; 2;2592;0;2592;0;0;0;0;0;0;0;0;0;4.7;0;5.1;9.8;2582.2;0.38
2020;301280;;;;2;;;1;3; 2; 1; 1; 1;253326;0;253326;10459.4;26572.1;9373.8;0;0;0;8958.6;10202;13703.6;21406.9;27175;18747.8;146599.2;106726.8;57.87
2020;301280;;;;2;;;1;3; 2; 3; 1; 1;11010;0;11010;1039;800;332;0;0;0;0;0;0;0;0;0;2171;8839;19.72
2020;301280;;;;2;;;1;3; 2; 4; 1; 4;23690;0;23690;2472;2575;1339;0;0;0;824;2163;1751;2781;2266;3296;19467;4223;82.17
2020;301280;;;;2;;;1;3; 2; 4; 1; 6;475111;0;475111;41076.3;33579.3;16019.7;0;0;0;6308.9;28040.1;16855.5;15086.1;15075.7;17294.2;189335.8;285775.2;39.85
2020;301280;;;;2;;;1;3; 2; 4; 1; 7;11311;0;11311;1709.4;1228.6;788.9;0;0;0;0;0;0;0;0;0;3726.9;7584.1;32.95
2020;301280;;;;2;;;1;3; 2; 5; 2; 1;147098;0;147098;13966.1;17813.5;3697.7;0;0;4878.4;8766.5;8065.5;7479.4;9668.3;19313.9;19934.1;113583.4;33514.6;77.22
2020;301280;;;;2;;;1;3; 2; 5; 2; 2;0;0;0;38164.36;33667.9;23459.1;0;0;0;7352;29822.8;23540.4;27300.1;10829;17654.6;211790.26;-211790.26;0
2020;301280;;;;2;;;1;3; 2; 5; 2;99;260760;0;260760;34073.8;37982.8;23677.3;41.3;41.3;8290.7;30320.7;24602.6;37532.6;32024.7;30687.2;23418.2;282693.2;-21933.2;108.41
2020;301280;;;;2;;;1;3; 2; 8; 1; 6;0;0;0;4618.1;1333.3;0;0;0;0;0;0;0;0;0;0;5951.4;-5951.4;0
2020;301280;;;;2;;;1;3; 2; 9; 1; 4;200421;0;200421;39510.1;33176.8;17280.6;0;0;4975.5;14809.4;18270;18265;21056.9;18143.7;15579.5;201067.5;-646.5;100.32
2020;301280;;;;2;;;1;3; 2; 9; 1; 5;44444;0;44444;0;0;0;0;0;0;161.3;806.5;645.2;483.9;106.5;2145.5;4348.9;40095.1;9.79
2020;301280;;;;2;;;1;3; 2; 9; 1; 6;231336;0;231336;25455.5;19923.4;16594.9;0;0;2653;8941.8;11337.9;10253.6;10907.4;22049.3;12180;140296.8;91039.2;60.65
2020;301280;;;;2;;;1;3; 2; 9; 1;99;2863;0;2863;0;0;0;0;0;36.7;0;36.7;0;0;36.7;36.7;146.8;2716.2;5.13
2020;301280;;;;2;;;1;3; 2;10; 1; 5;172171;0;172171;3095.3;4828.3;1904.8;0;0;322.2;2021.8;3921.9;2184.6;4960.8;3847;3098.4;30185.1;141985.9;17.53
2020;301280;;;;2;;;1;3; 2;10; 1;11;901;0;901;60.9;86.1;35.7;0;0;0;29.4;30.3;42;35.7;32.5;18;370.6;530.4;41.13
2020;301280;;;;2;;;1;3; 2;10; 1;99;128668;0;128668;13838.01;69278.32;10523.51;638.31;1618.59;3525.97;5531.48;5475.67;3354.43;3741.93;2545.89;2092.66;122164.77;6503.23;94.95
2020;301280;;;;2;;;1;3; 3; 1; 1; 2;19800;0;19800;336;192;72;0;0;0;1056;936;1116;1284;1104;804;6900;12900;34.85
2020;301280;;;;2;;;1;3; 3; 3; 1; 2;93750;0;93750;7950;5810;2550;0;0;0;0;0;0;0;0;0;16310;77440;17.4
2020;301280;;;;2;;;1;3; 3; 3; 1;99;144293;0;144293;7920;14047.4;1800.2;0;0;540;2701.7;2523.4;1080.3;180;1623.8;1260.7;33677.5;110615.5;23.34
2020;301280;;;;2;;;1;3; 3; 3; 2;99;1124650;0;1124650;153128;91878;41588;0;0;0;-70;-478.33;-538.64;-112;0;0;285395.03;839254.97;25.38
2020;301280;;;;2;;;1;3; 3; 4; 1; 1;16194;0;16194;1696;1030.5;459;0;0;0;0;0;0;0;0;0;3185.5;13008.5;19.67
2020;301280;;;;2;;;1;3; 3; 4; 2; 1;93859;0;93859;665.1;1118;586;0;0;0;0;0;0;23;0;54.1;2446.2;91412.8;2.61
2020;301280;;;;2;;;1;3; 3; 5; 1; 1;1542005;0;1542005;59303.32;72459.64;23034;0;0;7135;9975;7870;8295;9450;10215;9585;217321.96;1324683.04;14.09
2020;301280;;;;2;;;1;3; 3; 9; 2; 4;12529;0;12529;1413.6;880.6;117;0;0;1318.8;438;672;1092.6;473.3;1313.3;659.4;8378.6;4150.4;66.87
2020;301280;;;;2;;;1;3; 3; 9; 2; 7;221305;0;221305;211385.8;95499.6;36521.8;0;0;3972.5;18856.6;18714.9;18159.2;19652.4;19188.6;22024.6;463976;-242671;209.65
2020;301280;;;;2;;;1;3; 3; 9; 2; 9;5975513;0;5975513;218198.12;205077.6;115432.1;0;0;0;1069.7;1313.7;7616.4;7013.9;3970.6;5510.3;565202.42;5410310.58;9.46
2020;301280;;;;2;;;1;3; 3; 9; 2;15;34724;0;34724;24540.6;9523.2;20322.1;0;195.3;5122.7;26755.4;13204;18276;58104.1;10745.7;34786;221575.1;-186851.1;638.1
2020;301280;;;;2;;;1;3; 3; 9; 2;23;20135290;0;20135290;1047039.53;7917461.16;1001416.6;31848.16;1057640.52;826935.36;998431.39;2000662.03;1058577.91;898669.72;2153728.29;994145.24;19986555.91;148734.09;99.26
2020;301280;;;;2;;;1;3; 3; 9; 2;24;37037541;0;37037541;2602027.02;13342440.91;1380085.48;53986.43;1557436.64;1525008.59;2053414.37;3486851.18;2157184.13;1497968.83;4095315.51;2075186.5;35826905.59;1210635.41;96.73
2020;301280;;;;2;;;1;3; 3; 9; 2;27;17277305;0;17277305;1060358.05;7391430.41;762527.69;25321.09;968271.32;843731.54;1116886.84;1797926.83;919002.92;775044.01;2049960.53;984070.87;18694532.1;-1417227.1;108.2
2020;301280;;;;2;;;1;5; 1; 1; 1; 1;0;0;0;119557.82;125324.09;199954.07;148524.28;135404.97;28977.73;15497.53;13792.77;10362.95;7725.38;7203.97;7565.31;819890.87;-819890.87;0
2020;301280;;;;2;;;1;5; 1; 1; 3;99;0;0;0;0;49164;0;0;0;0;0;0;0;0;0;0;49164;-49164;0
2020;301280;;;;2;;;1;5; 1; 2; 2; 1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1500.25;1500.25;-1500.25;0
2020;301280;;;;2;;;1;5; 1; 2; 2;99;1299696;0;1299696;76266.83;79588.77;78018.08;30980.59;5648.53;70137.66;35131.21;26554.47;28032.38;26893;27523.73;25107.43;509882.68;789813.32;39.23
2020;301280;;;;2;;;1;5; 2; 1; 1; 1;6347261;0;6347261;545880.6;633083.89;247952.71;3109.72;7488.86;98318.45;159919.18;309909.59;679907.35;515401.02;432887.44;337977.54;3971836.35;2375424.65;62.58
2020;301280;;;;2;;;1;5; 2; 1; 5; 1;140357;0;140357;0;21134.15;0;0;0;0;0;6356.01;0;0;0;22725.5;50215.66;90141.34;35.78
2020;301280;;;;2;;;1;5; 2; 2; 1; 3;87975;0;87975;0;0;0;0;0;0;0;0;0;0;0;0;0;87975;0
2020;301280;;;;2;;;1;5; 2; 2; 1;99;0;0;0;25580.72;7707.73;42929.13;0;0;108.08;540640.86;1707.8;21985.38;1272681.05;0;830.1;1914170.85;-1914170.85;0
2020;301280;;;;2;;;1;5; 5; 1; 4; 2;555966;0;555966;46031.93;42228.99;9738;170;1570;2930;21866.05;27548.35;43457.65;44059.9;45451.18;45270.58;330322.63;225643.37;59.41
2020;301280;;;;2;;;1;5; 5; 1; 4;99;1770844;0;1770844;13714.28;206841.53;48860.95;0;758.46;104646.4;14426.93;47797.5;19647.5;107854.82;34932.89;46613.13;646094.39;1124749.61;36.49
2020;301280;;;;2;;;1;9; 1; 1; 1; 1;11376337;35337455;46713792;46713791.34;-76858.39;-1156.8;0;0;0;-7152.99;-6425.58;-41271.9;-31677.07;-14231.91;-7027.84;46527988.86;185803.14;99.6
2020;301280;;;;3;;;1;8; 2; 2; 1; 1;0;692600;692600;0;0;0;0;0;0;0;0;0;0;0;692600;692600;0;100
2020;301280;;;;3;;;1;9; 1; 1; 1; 1;0;5951;5951;5951;0;0;0;0;0;0;0;0;0;0;0;5951;0;100
2020;301280;;;;4;;;1;4; 1; 3; 1; 1;0;236315;236315;0;0;0;137726.74;0;0;0;0;98588;0;0;0;236314.74;0.26;100
2020;301280;;;;5;;;1;1; 2; 1; 1; 1;89840390;0;89840390;6864900.19;40280645.16;4047422.69;182189.73;5294450.94;4315455.27;4179406.09;10061908.52;6175057.95;3101390.49;7670063.61;3846607.46;96019498.1;-6179108.1;106.88
2020;301280;;;;5;;;1;1; 2; 1; 2; 1;29401333;-8075524;21325809;3452649.8;3932747.26;2105616.64;831928.63;0;0;893336.7;3077779.57;1021863.06;2356184.89;2249398.34;1404303.43;21325808.32;0.68;100
2020;301280;;;;5;;;1;1; 3; 3; 3; 1;1168229;-862271;305958;47077.06;74721.56;57608.15;0;126550.69;0;0;0;0;0;0;0;305957.46;0.54;100
2020;301280;;;;5;;;1;1; 3; 3; 3; 5;6705480;-5086793;1618687;367709.01;361892.56;412160.93;0;476889.11;0;0;0;0;0;35.24;0;1618686.85;0.15;100
2020;301280;;;;5;;;1;1; 5; 2; 1; 1;202514;-169989;32525;2546.69;14766.69;0;0;0;547.74;13868.51;81.12;85.98;0;0;933.23;32829.96;-304.96;100.94
2020;301280;;;;5;;;1;4; 1; 4; 1; 3;3394;913;4307;1697;0;0;0;0;0;0;0;2609.68;0;0;0;4306.68;0.32;99.99
2020;301280;;;;5;;;1;4; 1; 4; 1; 5;4107;0;4107;2883.61;0;0;0;0;0;0;0;227.73;227.73;227.73;227.73;3794.53;312.47;92.39
2020;301280;;;;5;;;1;4; 1; 4; 1; 6;0;2;2;0;0;0.37;0;0;0;0;0;1.04;0;0;0;1.41;0.59;70.5
2020;301280;;;;5;;;1;4; 1; 4; 2; 1;1658;0;1658;763.62;0;0;247.25;0;0;210.34;0;0;77.84;40.84;0;1339.89;318.11;80.81
2020;301280;;;;5;;;1;4; 1; 4; 5; 1;1890361;0;1890361;181865.05;0;337928.27;118700.23;90261.39;88648.08;91279.38;116952.41;228492.5;143268.73;146895.78;158664.43;1702956.25;187404.75;90.09
2020;301280;;;;5;;;1;4; 1; 4; 6; 3;0;3377225;3377225;0;0;0;0;0;3367521;0;9704;0;0;0;0;3377225;0;100
2020;301280;;;;5;;;1;5; 1; 1; 1; 1;0;1290;1290;25883.62;15952.66;15325.62;12291.26;3667.31;1495.32;1487.51;1547.09;1788.34;1533.48;1377.26;1571.72;83921.19;-82631.19;6505.52
2020;301280;;;;5;;;1;5; 5; 1; 4;98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19419.3;19419.3;-19419.3;0
2020;301280;;;;5;;;1;9; 1; 1; 1; 1;15333899;2779053;18112952;11909458.59;-41780.78;-54441.88;0;0;-5900.8;-13674.46;-8936.89;-30601.45;-20504.99;-40276.55;-12327.96;11681012.83;6431939.17;64.49
2019;301280;;;;2;;;1;1; 5; 3; 1; 1;494023;0;494023;22955.48;53583.49;41023.88;42637.26;22471.93;30832.41;19291.8;26357.49;24183.9;102824.56;29466.64;20645.21;436274.05;57748.95;88.31
2019;301280;;;;2;;;1;1; 5; 3; 2; 1;3990473;2400736;6391209;513069.2;251288.46;251492.24;219987.9;846193.84;497409.12;520240.8;1233094.34;582968.7;504806.42;614577.89;356079.85;6391208.76;0.24;100
2019;301280;;;;2;;;1;3; 1; 9; 1; 2;2504;0;2504;0;0;10;0;0;0;10;0;29.2;98;0;0;147.2;2356.8;5.88
2019;301280;;;;2;;;1;3; 2; 1; 1; 1;248256;5854;254110;17543.1;30114.7;20386.6;21086.9;19375.1;19075.3;21054.3;17136.4;24554.5;19328.9;20763.7;23689.6;254109.1;0.9;100
2019;301280;;;;2;;;1;3; 2; 3; 1; 1;11105;0;11105;1230;904;787;759;929;669;763;721;876;798;551;543;9530;1575;85.82
2019;301280;;;;2;;;1;3; 2; 4; 1; 4;23690;7313;31003;4326;2472;3193;2987;2266;2369;2060;2472;2472;2781;1957;1648;31003;0;100
2019;301280;;;;2;;;1;3; 2; 4; 1; 6;475111;0;475111;41938.6;36027.8;38751.6;35762.4;36588.3;29351;33645.4;31625.7;36955.7;35945.1;30024.4;23981.4;410597.4;64513.6;86.42
2019;301280;;;;2;;;1;3; 2; 4; 1; 7;11311;1264;12575;809.4;1218.7;812.2;1136.4;1102;1113.1;745.6;1197;1541.7;788.9;888.3;1221.1;12574.4;0.6;100
2019;301280;;;;2;;;1;3; 2; 5; 2; 1;145928;119788;265716;24072.6;19739.9;26543.3;26849.4;28847.1;14802.1;18596.2;19495;20576.7;24145.1;15580.8;26467.4;265715.6;0.4;100
2019;301280;;;;2;;;1;3; 2; 5; 2; 2;0;420935;420935;43236.7;25879.84;41948.96;53763.3;37452.66;33815.88;29415.84;37075.91;38886.21;27862.83;23694.21;27902.05;420934.39;0.61;100
2019;301280;;;;2;;;1;3; 2; 5; 2;99;263178;173054;436232;43467.7;27848.5;33443.5;36961.3;39017.6;36417.3;28704;40913.8;39474;37937;38877.3;33169.2;436231.2;0.8;100
2019;301280;;;;2;;;1;3; 2; 8; 1; 6;0;29031;29031;1319.5;994;1263.5;808.5;1674;1281;1400;1218;4805.5;4819.5;4910.5;4536.6;29030.6;0.4;100
2019;301280;;;;2;;;1;3; 2; 9; 1; 4;200421;108796;309217;21330.6;21743.3;24568.8;22139.4;24853.8;30142.9;25048.1;22596.8;22792.5;31433.8;28573.5;33992.9;309216.4;0.6;100
2019;301280;;;;2;;;1;3; 2; 9; 1; 5;44444;0;44444;0;0;0;0;0;0;0;0;0;0;0;0;0;44444;0
2019;301280;;;;2;;;1;3; 2; 9; 1; 6;313236;6487;319723;28625.1;11849.6;23526.3;28144.2;29299.2;18782.4;32568.2;22847.3;31760.4;35569.8;28549.5;28200.2;319722.2;0.8;100
2019;301280;;;;2;;;1;3; 2; 9; 1;99;2863;0;2863;0;0;0;0;0;0;0;0;73.4;0;0;0;73.4;2789.6;2.56
2019;301280;;;;2;;;1;3; 2;10; 1; 5;202559;0;202559;3584.5;3785.2;3175.6;4563.4;4669.8;4479.3;4019.1;6285.9;5479.9;4254.7;4876.3;4597.2;53770.9;148788.1;26.55
2019;301280;;;;2;;;1;3; 2;10; 1;11;910;0;910;60.9;69.3;56.7;84;25.2;84;67.2;29.4;75.6;121.8;50.4;14.7;739.2;170.8;81.23
2019;301280;;;;2;;;1;3; 2;10; 1;99;125302;1309;126611;11892.85;65846.18;16440.94;6329.34;5830.07;5364.02;4623.49;3290.54;2075.21;1947.02;1461.66;1509.03;126610.35;0.65;100
2019;301280;;;;2;;;1;3; 3; 1; 1; 2;19800;0;19800;324;300;420;336;264;228;240;204;216;240;168;264;3204;16596;16.18
2019;301280;;;;2;;;1;3; 3; 3; 1; 2;93750;0;93750;11730;4300;4820;6380;6460;6670;4620;7450;8720;6720;4200;6770;78840;14910;84.1
2019;301280;;;;2;;;1;3; 3; 3; 1;99;144297;0;144297;7157.9;15121.5;2927.5;9374.6;10326;7021.6;9187.2;10612.2;8653.7;15120.3;14220.4;15854.8;125577.7;18719.3;87.03
2019;301280;;;;2;;;1;3; 3; 3; 2;99;1207200;0;1207200;153695;103470;99300;79810;92020;75950;94005;74645;35605;42515;82245;66570;999830;207370;82.82
2019;301280;;;;2;;;1;3; 3; 4; 1; 1;16194;0;16194;1554;1335;901.5;1294.5;1154.5;1250.5;1158;1485;1456;643;946.5;831;14009.5;2184.5;86.51
2019;301280;;;;2;;;1;3; 3; 4; 2; 1;85533;0;85533;6127.8;6809.2;2828.7;1643.2;379.8;188.2;1487.5;425.4;2321.4;1483.1;1657.2;1674.1;27025.6;58507.4;31.6
2019;301280;;;;2;;;1;3; 3; 5; 1; 1;1404292;0;1404292;52738.72;64349.4;60068.88;54847.14;55234.72;70668.92;67976.42;66523.41;34519.8;30463.4;22224.72;31982.16;611597.69;792694.31;43.55
2019;301280;;;;2;;;1;3; 3; 9; 2; 4;11208;5751;16959;1109.3;3102.3;1296.1;794.3;1881.6;1797.9;618.8;1051.5;1173.8;1250.2;1260.8;1621.7;16958.3;0.7;100
2019;301280;;;;2;;;1;3; 3; 9; 2; 7;221305;136373;357678;12527.9;12651.1;11294;14167.8;16451.9;17259.7;20728.2;23133.1;32663;45260.9;57900.2;93639.4;357677.2;0.8;100
2019;301280;;;;2;;;1;3; 3; 9; 2; 9;5443499;0;5443499;203630.07;261092.55;249535.35;306007.78;338837.93;272093.42;280218.08;237021.34;235302.86;292031.16;239410.32;168516.93;3083697.79;2359801.21;56.65
2019;301280;;;;2;;;1;3; 3; 9; 2;15;33039;267416;300455;44787.9;21568.7;12481.8;38835.8;19399.6;10593.6;82756.9;6902;12407;2086.8;10387.5;38247.4;300455;0;100
2019;301280;;;;2;;;1;3; 3; 9; 2;23;19719514;2008938;21728452;943045.56;7551522.47;1339822.69;787167.41;2342241.07;1148326.28;844161.16;2211431.75;819210.16;810562.39;2134594.76;796365.33;21728451.03;0.97;100
2019;301280;;;;2;;;1;3; 3; 9; 2;24;36184151;2985398;39169549;1799577.35;12141822.56;2488669.96;1555605.48;4134437.37;1903045.04;1848791.77;4517741.45;1652216.52;1760734.58;3881213.47;1485692.74;39169548.29;0.71;100
2019;301280;;;;2;;;1;3; 3; 9; 2;27;16896332;3161961;20058293;705031.08;6576855.93;943859.31;626205.38;2939668.15;792129.73;768669.7;2507675.09;708869.06;723211.46;2132095.57;634022.03;20058292.49;0.51;100
2019;301280;;;;2;;;1;5; 1; 1; 1; 1;0;2102679;2102679;60854.26;55364.66;66847.95;53729.32;52574.42;270989.39;41787.28;38370.32;899153.38;31852.81;25894.55;505260.53;2102678.87;0.13;100
2019;301280;;;;2;;;1;5; 1; 2; 2;99;1255745;0;1255745;70889.02;81683.19;71275.09;76704.43;71706.05;74485.49;88969.86;73673.08;79659.98;72374.7;73637.06;78946.67;914004.62;341740.38;72.79
2019;301280;;;;2;;;1;5; 2; 1; 1; 1;6132619;0;6132619;563535.88;503899.11;507066.81;470050.15;434078.01;493906.6;482330.27;456805.71;483820.26;594663.15;498410.39;488816.12;5977382.46;155236.54;97.47
